category,headline,first_paragraph
corrupt,"Gianni Infantino blunt: ""What happened in Argentina can not be allowed"". The president of FIFA questioned harshly the situations that were experienced ...",
other,The new Jaguar F-Type is already in Chile. The British sports car now has a new supercharged three-liter engine and is 52 kg lighter than its ...,
other,"After several hours of cleaning work, municipal workers managed to enable the Interoceanic Highway to reach vehicular traffic at Miravalle last night ...",
hunger,The famine in Venezuela is not conjunctural nor the temporary consequence of the fall in oil prices. It has a systemic structural character -a ...,
polit,Opinion | Crisis Upon Crisis in Venezuela - The New York Times,
economi,President Nicolï¿½ï¿½s Maduro presumes that Venezuela is a punctual debt payer but the pressures in the form of financial sanctions from,
economi,Paraguay made great efforts to make its customs management more efficient and facilitate trade but still has room to improve its ...,
other,The mommified skeleton in Atacama belongs to an alien,
polit,The situation of the Venezuelan people who arrive daily at the cities of Colombia in the wake of the political crisis that has been unleashed in their homeland ...,
corrupt,There are 156 politicians linked to cases of corruption in Colombia. A $ 2 trillion in principle rises the figure for defrauding public officials in a ...,
other,"From Uruguay , Love in the Nighttime Workplace - The New York Times",
other,a brooklynite in brazil; two thousand miles up theparaguayriver in a,
unemploy,Almost two-thirds of the population has a shortage of at least one Brazilian service. For IBGE poverty goes beyond income. It has mapped out the ...,
crime,Cesare Battisti: Brazil issues arrest warrant for ex-militant - BBC News,
other,35 years ago with Panamericana TV broadcast and the voice of Humberto Martï¿½ï¿½nez Morosini Peru played one of its most memorable matches in hist,
other,"Cocaine, the captain & the frozen mummies: Paolo Guerrero's World  ",
crime,The Army decided to strengthen the Parachute Infantry Battalion 14 based in Toledo Canelones known as an anti-terrorist battalion and for that purpose ...,
other,"In Cali they celebrated 10,000 hours of the first plane created in Colombia. The T-90 Calima was created 17 years ago in an alliance between the Ciac and Lancair. Airplanes ...",
polit,The draft Comprehensive Organic Law to Prevent and Eradicate Gender Violence against Women was presented on August 24 by the ...,
polit," Peru 'sPresident Hangs On to Power, but at What Cost? - The New  ",
other,The Postmodern Jukebox group known for the versions of pop hits on rhythms like jazz ragtime and swing will come to Brazil for the first time in ...,
other,Radiohead to tread Chile for the second time: Banda will lead the line up of the SUE festival. The group that headed Thom Yorke will arrive in the company of Flying ...,
crime,Lionel Messi does not want to live in Argentina again for fear of insecurity. La Pulga admitted that although his desire was to return to Rosario to play in ...,
corrupt,WikiLeaks Releases Trove of Alleged C.I.A. Hacking Documents,
polit,Liberal Democrats: we would raise 1bn in tax by legalising,
other,"BBC Radio Scotland - The Quay Sessions, Highlights Show",
other,"The National Statistics Institute (INE) delivered the preliminary results of the 2017 Census, which revealed that in Chile there are a total of 17.3 million ...",
other,"Data presented today. In Argentina, one third of deforestation takes place in protected areas. Greenpeace points out in its annual report on ...",
other,Margaret Atwood Annotates Season 1 of 'The Handmaid's Tale,
polit,Opinion |  Ecuador eans Have the Right to a Recount - The New York,
other,Ernesto Londono - The New York Times,
other,We used to have a lot of fans': baseball in a slump amid Venezuela,
polit,"Still, they affirm that Brazil can not afford to have the luxury of the current fiscal framework of having embassies or consulates that do not bring effective results.",
crime,Cassie Sainsbury: Australian jailed in Colombia over cocaine - BBC,
other,Edwin Oviedo president of the FPF said that it is not ruled out sustaining a duel of preparation before the current monarch of world football.,
other,"Opinion | If Ronaldo Can't Beat Uruguay , the Least He Can Do Is  ",
corrupt,Brazil's Largest Food Companies Raided in Tainted Meat Scandal,
crime,Sins of the father: daughters of men who killed for Argentina,
other,"Rodrigo Duterte, Marine Le Pen, Tribune Media: Your Monday Briefing",
polit,Argentina's President Says Election Gains Bolster His Reform Plan,
other,Lesser known South American wines | David Williams | Food | The,
other,Uruguay squad for 2014 World Cup: the 23 chosen by Oscar,
other,Here everyone has a canoe in front of his house tied up like a horse to avoid being dragged by the waters of the swamp of Pajaral ...,
polit,"In Lula's Shadow, Brazil's Shipbuilders Struggle to Right Themselves",
other,Search Underway for Argentine Navy Submarine With 44 Aboard,
polit,Nicolas Maduro's Party Defies Polls in Venezuela Election - The,
economi,Ecuador should at least point to level 3 (level 1 is the lowest quality and level 5 is the best quality in which Europe and the United States are ...,
crime,Colombia plane crash: airline chief arrested over Chapecoense,
other,Peru quake: Magnitude 7.1 sea tremor topples buildings - BBC News,
polit,Activists and academics will reflect on 8 and 9 June in Cochabamba on the new political horizons for Bolivia. Raquel Gutiï¿½ï¿½rrez Luis Tapia,
educ,Colombia loses $ 50 billion a year. You have to adjust from education to casting in TransMilenio. | Crimes,
polit,Venezuela crisis: Three key recent events - BBC News - BBC.com,
crime,Colombia boat sinking: Seven killed and two missing - BBC News,
polit,Ecuador 'sPresident Lenin Moreno faces party revolt - BBC News,
other,Peru tied a visit against Venezuela after going down on the scoreboard 2-0. The bicolor follows to five points of the repechaje.,
other,Leopoldo Lopez is at home but the tyranny continuesâ,
other,Venezuelans rush to Peru to beat passport deadline - BBC News,
other,What are the possibilities for Ecuador to reach South America's place in the Russian 2018 play-offs? Ecuador will have a key match tomorrow against Peru.,
crime,Who are the Nazi hierarchs who hid in Argentina? After the end of the Second War a large number of criminals followed their lives ...,
polit," Venezuela 'sNew, Powerful Assembly Takes Over Legislature's Duties",
other,Where to Spot the London Fashion Flock - The New York Times,
polit,Farc eyes Colombia's 2018 elections as it seeks new political dawn,
other,Chronicling the Lives of Women Along the  Colombia n-Venezuelan,
corrupt,Brazil's former richest man sought by police in vast corruption inquiry,
other,The organizers of the Dakar only attracted the natural reserve area of ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½the Chaco soil. The soil and the rains were the main reasons for,
other,International friendly: Mexico 3-1 Republic of Ireland - BBC Sport,
other,Brazil and Argentina reportedly to play friendly at MCG in2017,
other,"STANFORD - Francis Fukuyama is worried about Brazil. Worldwide known for the essay ""The End of History and the Last Man (1992)"" the scientist ...",
polit,ELN peace talks: What are the challenges? - BBC News - BBC.com,
other,46% of the world's population live in countries that like Uruguay are for ... It is that the Uruguay of the future is not very different from now in terms of ...,
other,Maduro reacts like he were prisoner of the members,
other,Bolivia fights back as crops hit by plague of locusts - BBC News,
corrupt,Peru president Pedro Pablo Kuczynski resigns amid corruption,
polit,Page Siete Digital / La Paz. Journalist Carlos Valverde critical of the government of President Evo Morales returned to the city of Santa Cruz after a year and ...,
corrupt,Venezuela woke up on Thursday with a new political crisis because of a controversial ruling of the Supreme Court of Justice that claimed the ...,
other,The pessimism in Colombia is surprising. I say this not only because our future is announced much better than our past but because it is changing ...,
other,Dominican Republic profile - Timeline - BBC News - BBC.com,
polit,Brazil : landless agriculture workers invade farms of president's allies,
polit,Julian Assange: Ecuador seeks mediator in 'unsustainable' standoff,
crime,Shopping Center Blast in Colombia Kills 3 and Injures 9 - The New,
other,Luis Suarez | Football | The Guardian,
polit,UN to vote on Jerusalem amid accusations of bullying by Trump | US,
crime,"BBC World Service - Witness, How Peru Mistook Missionaries For  ",
crime,Mudslide in Colombia: Death Toll Surges to More Than 230 - The,
other,House Hunting in ... Colombia - The New York Times,
polit,Brazil prepares to vote on removing second president in a year,
other,Baby do Brasil likes to tell the story: at age 17 when he married guitarist Pepeu Gomes slept in the same bed she Pepeu and ...,
other,Argentina have a mountain to climb in Ecuador to secure World Cup,
other,How George Saunders became the only British footballer in South,
economi,Opinion | How Hedge Funds Held Argentina for Ransom - The New,
other,Dylan Hartley puts Lions behind him to lead young England side in,
polit,China and Colombia are signing a treaty to close the conviction repatriation treaty. The agreement will be signed in the coming months by the ministers of ...,
health,Brazil Fights H.I.V. Spike in Youths With Free Preventive Drug - The,
polit,Ecuador offers Wikileaks founder Assange residency - BBC News,
other,Bolivia is the country that exports winners. Professional academic entrepreneurs are the Bolivians who go abroad in search of opportunities that ...,
